term,inpopular freq,popular freq
en casa,16,4
acosan,2,0
sigo en,14,6
camino solo,1,2
aquel que,20,5
escucha ya,1,0
tãº a,5,3
locura,26,5
paz,92,23
lo ãºltimo,3,0
viendo cã³mo,1,0
carga,4,1
ven,79,23
en blanco,9,2
te enamores,2,0
lo harã,6,3
que nadie,23,2
sentirlo,2,1
mientras noto,1,0
una luz,2,0
mi la,2,0
crecã sin,1,0
en los,68,16
llevo â,1,0
vida es,70,15
guerras que,1,0
amor,194,41
hhgroups desde,7,0
la o,6,0
falto,3,0
puedes tirar,1,0
su mirada,6,1
fracasos cã³mo,1,0
vence la,1,0
estamos,92,11
ar,67,15
tate,12,1
el dã,33,7
brillando puedo,1,0
ngel,15,5
me quedo,23,2
abrazan,2,0
las masas,4,0
hablan,19,3
dejado,23,1
se conocen,2,0
© daã,2,0
de oro,6,0
impotente atrapado,1,0
muchos,62,8
contara cada,1,0
esas,61,3
ojos de,16,2
jã³venes la,1,0
aãºn les,2,0
s que,77,37
la tiene,2,0
mãºsico,3,1
amor aquel,1,0
los quitaron,1,0
diablo,22,8
niã a,11,5
atrapado entre,1,0
a porque,4,1
sudabas fuck,1,0
dos a,1,0
s se,6,0
violencia,49,0
la muerte,48,9
quiem,1,0
traje,9,2
lo escribã,1,0
lleguã,6,1
hoods,1,0
locura interesa,1,0
madrugas,1,0
gatillo,4,0
de pocos,2,0
fue,81,26
tomã,3,0
tan,181,44
mierda me,4,0
vi,35,13
al rebaã,2,0
habla,19,6
dã ©,35,5
desde,166,34
â publicã,7,0
no comparto,1,0
aquellos,20,1
si madrugas,1,0
guardada por,1,0
quieras pero,3,0
la voz,16,14
luz en,8,0
caza al,1,0
cargar mi,1,0
talento por,1,0
ya fui,1,1
como quieras,2,1
que persona,1,0
existencia en,2,0
conciencia,19,4
nadie,187,29
porque te,9,0
hasta que,42,9
diez aã,5,0
lleguã ©,6,1
conocemos me,1,0
to,120,32
les parezco,1,0
promociones y,1,0
salud escribo,1,0
me la,49,2
no me,325,66
aquellos que,10,1
despiada o,1,0
coman,1,0
hacã,17,1
el equilibrio,2,1
el amor,53,12
no va,17,1
los mejores,6,0
20â,7,0
desde 20â,7,0
y el,122,40
si a,10,0
escribã,3,4
tiempo y,15,0
final,95,14
salud,8,2
me hacã,4,0
que ven,3,0
yo te,51,6
hablen del,1,0
llegar,45,11
te harã,16,2
tãº y,34,3
donde estamos,1,0
entre esposas,1,0
estudios aprendã,1,0
que lleguã,1,0
creã,19,6
blanco,24,6
tener amor,1,0
conocemos,2,0
© quiem,1,0
bueno si,2,0
el gatillo,2,0
el mismo,34,19
enamores de,1,0
todo brillando,1,0
o me,10,2
talento,29,2
rebaã o,5,0
esposas,3,4
daã o,23,10
fracasos,5,0
lobo si,1,0
chica,30,3
ahora mira,2,0
en leyends,1,0
amor y,28,8
y dos,3,3
dispara,5,3
equilibrio a,1,0
daã,32,13
noto,12,3
choques escucha,1,0
a tener,8,1
la sudabas,1,0
quedo sin,3,0
unos aã,2,0
o no,46,2
a traidores,1,0
y muchos,1,0
en traje,1,0
© nadie,1,0
carga tomã,1,0
y tãº,39,8
soy un,118,19
cã³mo dios,1,0
destrozan,3,0
consegui o,1,0
basta,13,2
cojones pasa,2,0
del rollo,2,0
crecã,2,1
fui a,1,0
guardada,1,0
violencia tras,1,0
cancha,3,3
un diablo,2,0
honrados mã,1,0
invertã tan,1,0
a cargar,1,0
que si,52,13
harã,47,11
de unos,3,2
antes que,13,2
fuera tengo,3,0
la violencia,10,0
ãºltimo que,3,0
abren,4,1
falto me,1,0
sudabas,1,0
quitaron,3,0
les,123,18
diablo santo,1,0
to lo,8,0
quitaron el,1,0
de campana,1,0
vuelva a,5,3
contara,1,0
mismo,134,45
cojones,27,4
paz con,2,1
fortuna,10,0
esas mierdas,2,0
en mã,33,4
poco,75,28
apenas,7,1
tus,253,52
un ã,14,2
por el,107,26
en serio,9,1
os de,24,5
vence,1,0
â quã,111,21
despiada,1,0
visto en,2,0
nadie caza,1,0
me lo,33,7
como un,141,33
conciencia sabiendo,1,0
sudan con,1,0
que mis,4,10
honrados,1,0
apenas nos,2,0
no vence,1,0
voz el,1,3
as daã,1,0
to s,4,0
solo hay,7,2
fuck las,1,0
cosas,104,23
bala,17,3
traidores y,1,0
me autoengaã,2,0
sabiendo,10,2
de tiempo,8,0
arriba mientras,1,0
dios me,7,0
© biles,4,0
tiempo basta,1,0
lleve,11,3
choques,2,0
pero to,1,0
gatillo su,1,0
tiempo en,8,1
final de,12,1
hallando una,1,0
a que,75,9
oro en,5,0
tus puntos,1,0
soy al,2,1
muerte,65,12
sentã,27,7
blanco habla,1,0
ngel despiada,1,0
mierdas promociones,1,0
marcharon,1,1
chica si,1,0
si no,171,39
tirar como,1,0
masas,5,0
unos meses,1,0
colegas,13,1
sentã impotente,1,0
al lobo,1,0
sigo enamora,1,0
momento y,3,0
el mundo,123,23
jã³venes,10,7
creã a,5,2
arriba,60,7
mi existencia,2,0
a aquellos,5,0
quiem a,1,0
atrapado,5,0
el centro,15,2
mi aã,1,0
consegui,1,0
de carga,1,0
llevo,59,17
yo sigo,24,8
aprendã,23,4
no dispara,1,0
madrugas yo,1,0
leyends,1,0
no lo,111,28
lujos con,1,0
hay una,15,4
equilibrio,4,1
esta fortuna,1,0
me hablen,1,0
por quã,123,6
visto,39,7
mira,105,31
me acosan,2,0
he consegui,1,0
a de,55,8
mundo entero,5,2
mismo pensamiento,1,0
por diez,2,0
tate en,7,0
lujos,3,0
mi niã,3,1
escucha,35,7
s tus,1,0
interesa,8,1
caza,5,0
y ciao,1,0
cada vez,39,18
voz,55,26
es un,154,31
rollo sus,1,0
puntos dã,2,0
n soy,3,2
tãº que,15,1
hablan me,1,0
cancha veo,1,0
mejores hoods,1,0
los destrozan,1,0
traje de,1,1
mã que,11,1
aprendã a,8,1
ellos no,9,3
muchos abren,1,0
a en,41,11
me sentã,7,4
haga me,1,0
hoods espera,1,0
o tres,1,1
la sudan,2,0
pocos,25,3
fortuna yo,1,0
o honrados,1,0
cruz,15,6
rã ©,2,4
existencia,9,1
mãºsico antes,1,0
tras,37,15
espera mi,3,0
aã o,16,7
estudios,4,1
que marcharon,1,0
oro,31,1
â fuck,4,0
a mi,142,75
parezco nuevo,1,0
de tãº,1,0
mierdas,8,0
que dudã,1,0
esa cancha,1,0
estos,42,8
estamos y,5,0
aã os,84,10
campana,3,0
dudã ©,3,0
puedo sentirlo,1,0
escribo el,1,0
pasa,85,21
basta pa,1,0
comparto esta,1,0
conocen y,1,0
centro,19,2
en paz,12,4
promociones,1,0
dã a,216,38
va al,7,3
a donde,16,4
estarã en,1,1
haciendo,65,15
grande,30,17
heridas que,1,0
un bar,4,1
va ponle,1,0
me estoy,9,1
amanecer,7,6
la pastilla,3,0
olvidã ©,11,1
cabeza,68,7
ana serã,2,0
bien de,4,1
tengo que,33,15
otra,139,33
bebiendo,9,1
que cicatrizan,1,0
tarde,43,13
ponle,3,1
cual nã,1,0
ponle la,2,0
moslo,2,1
en tu,140,33
favor sal,1,0
creatividad,1,0
sed,9,7
mes antes,1,0
asã que,29,18
mis ojos,17,3
del amanecer,2,0
de agua,5,1
base,15,1
mesita,1,0
currar,4,0
dicos mã,1,0
pone mã,1,1
nã,16,7
mar con,3,0
tu sientes,3,0
chale,1,1
tomarme,2,1
bien,187,41
pastilla,4,0
mesita de,1,0
no veo,14,0
polvos esporã,1,0
queda,99,21
ãºltimo del,1,0
bebe,7,0
letras obsoletas,1,0
igual,120,18
de noche,7,0
hagã,1,0
currar maã,1,0
cabeza y,8,0
rap letras,1,0
otra vez,29,12
amanecer se,1,0
venga,28,6
letras,37,5
ojos que,8,3
eso te,5,1
yo solo,37,3
el ãºltimo,12,7
del mes,7,1
sal de,7,0
eso,261,41
rap,238,38
rogame,1,0
que eso,8,1
© tomarme,1,0
© chale,1,1
o yo,12,1
de repente,10,1
hago,108,17
olvidã,11,1
hagã moslo,1,0
claridad,2,0
creatividad hagã,1,0
estã haciendo,1,0
droga,24,26
repente,10,1
echar el,1,0
sientes,49,18
sed y,3,0
solo hago,1,0
droga drã³game,1,0
mi sed,1,1
vez estarã,1,0
ufrago,1,0
me olvidã,4,1
chale ganas,1,0
bebe me,1,0
bar no,1,0
nã ufrago,1,0
por favor,14,4
tomarme la,1,0
me estã,11,3
pone,32,7
grande cual,1,0
ufrago en,1,0
con heridas,4,0
haciendo tarde,1,0
mierda igual,2,0
cicatrizan,1,0
que currar,1,0
s yo,6,1
se me,53,12
mes,22,3
esporã,1,0
estoy bien,4,0
tu mesita,1,0
especial bebe,1,0
estarã,35,7
otro dã,16,0
se queda,9,0
estoy bebiendo,1,0
venga chica,1,0
la creatividad,1,0
pastilla otra,1,0
mã gicos,2,1
tarde y,8,3
a base,6,0
poco mã,2,2
especial,13,2
favor,21,4
estoy,285,64
rogame para,1,0
dicos,2,0
obsoletas polvos,1,0
para echar,2,0
© venga,1,0
echar,20,1
vida pasar,4,0
te pone,4,0
gicos,3,1
cicatrizan a,1,0
y de,60,15
heridas,27,14
veo con,1,0
no estoy,25,3
que sã,16,2
y poco,6,0
repente tu,1,0
hago rap,6,1
ganas va,1,0
la cabeza,32,2
sal,25,7
igual asã,1,0
pasar todo,1,0
chica droga,1,0
drã³game,1,0
polvos,2,0
noche o,2,0
base de,6,0
gicos y,1,0
queda grande,1,0
obsoletas,1,0
y tengo,5,4
moslo especial,1,0
antes del,2,0
agua con,1,1
cual,34,2
y sã,19,7
con claridad,1,0
esporã dicos,1,0
con sal,2,2
pasar,39,9
bar,18,3
drã³game rogame,1,0
bebiendo mi,1,0
sal por,2,0
© que,158,71
serã otro,3,0
sientes la,1,0
que ã,6,3
todo se,28,5
muerte y,6,0
inimaginables,2,0
lado,79,34
genios serã,1,0
premios nobel,1,0
en bucle,1,0
que sea,29,2
aun siendo,1,0
argos cruzar,1,0
avanzan esas,1,0
lucho cada,1,0
niego a,2,0
como a,23,6
agradecimiento a,1,0
si bebes,1,0
ingenio,6,2
encontrã,11,8
empeã o,7,4
beso,11,6
a repetir,1,1
sin que,12,2
bellas sirenas,1,0
fue traicionado,1,0
prohiben el,1,0
sus familiares,2,0
sin pensarlo,1,0
mirada pues,1,0
hallaremos un,1,0
panquã ©,1,0
debo apartar,1,0
frase al,1,0
de estar,12,7
son capaces,2,1
propias penas,1,0
duro que,3,0
a ver,49,25
pues,87,13
a veces,83,22
menos me,4,1
sin salida,3,1
las olas,6,3
comprender que,2,2
el vaho,1,0
ingenio capitalizados,1,0
si estoy,9,2
stevie eric,1,0
materno,2,0
emialiano,1,0
contrario a,1,0
dejã ©,17,3
tira o,1,0
sirenas que,1,1
familiares,3,1
cambio,22,5
magdalena,1,0
tripulaciã³n de,1,0
roba,5,0
filosofã a,3,2
espejo,25,5
hombre que,6,0
alex stevie,1,0
no muere,2,0
confiar en,3,1
e,98,8
a aprendã,1,0
un error,6,1
ver â,1,0
tirada por,1,0
que por,27,1
avanzan,2,0
pero si,24,6
dejarme,10,0
desafio gustoso,1,0
vellocino,1,0
hermana y,2,0
poder,89,14
religiosa simplemente,1,0
emmao alex,1,0
olas,8,3
en quimera,1,0
el sentido,8,2
contra las,1,1
sofã,8,3
olas sempiternas,1,0
concepto de,1,1
la muchedumbre,1,1
© de,54,8
el pasado,23,3
mundo de,9,5
desafio,1,0
simplemente,13,1
familia,31,6
o para,2,1
© fanny,1,0
lado avanzan,1,0
valoran jamã,1,0
engaã a,5,0
no tiene,33,3
personas aun,1,0
o y,27,20
ocultar,8,0
sufre tirada,1,0
es o,1,0
de premios,1,1
familia del,1,0
pasado,84,27
mejorar al,1,0
mezcla de,1,0
que mecen,1,0
dibujar,1,0
juglares,1,0
convierte,12,2
merecedores,1,0
sea por,5,1
mi lado,19,3
de buscar,4,1
canto de,3,0
lucho,9,1
cumplir el,1,0
de argos,1,0
emialiano karen,1,0
la mezcla,2,0
gracias al,2,1
dibujar en,1,0
como tripulaciã³n,1,0
en busca,16,7
al contrario,1,0
hasta la,25,6
alejan del,1,0
olvidan,8,2
y mejorar,1,0
pues el,1,0
prohiben,1,0
momentos,28,3
combatiendo firmemente,1,0
dejã,19,3
alase,1,0
sentido de,1,0
mi familia,16,2
y filosofã,1,0
busca del,6,1
muere sã³lo,1,0
merecedores de,1,0
efã,6,1
tomes,2,0
apuntaron,1,0
los juglares,1,0
considerar hermanos,1,0
cruzar sitios,1,0
moral,7,0
duro,28,11
© brindamos,1,0
de sus,21,11
o con,20,3
amado,1,0
stevie,2,0
pero olvidan,1,0
ateas sin,1,0
karina emialiano,1,0
dejan tira,1,0
y charlie,1,0
karen,1,0
y al,39,9
conocimiento,7,0
para dibujar,1,0
sofã a,2,1
no puedo,80,6
cruzar,7,1
juglares viviendo,1,0
debes robar,1,0
si debes,2,0
si mientes,2,0
o a,10,4
gustoso al,1,0
viviendo en,3,2
estoy a,5,0
es efã,3,0
dios fue,1,0
no importa,19,4
envenena,3,0
esos,103,12
religiã³n no,2,0
combatiendo,1,0
charlie tambiã,1,0
apuntaron a,1,0
empeã,10,4
verdaderos,2,0
de sofã,1,0
sirenas,7,2
traicionado por,3,0
tomes pero,1,0
por tu,24,1
que matã³,1,0
siendo ateas,1,0
sonrisa,49,14
efã mera,2,0
hombre,49,3
que solo,18,5
a para,9,3
amado si,1,0
si estã,6,0
matã³ a,1,0
vida lo,8,0
vaho,3,0
no debo,3,0
solo los,2,0
inimaginables en,1,0
su hermana,3,0
sempiternas pero,1,0
embarcaciã³n,1,0
sea,97,14
sã³lo,213,40
karina,1,0
que considerar,1,0
robar,12,1
dejarme k,1,0
estã n,68,15
entonces,35,8
fanny gochi,1,0
veladores,1,0
bellas,7,0
repetir un,1,0
capitalizados por,1,0
exactamente igual,1,0
una sonrisa,12,4
alase a,1,0
roba un,1,0
vellocino si,1,0
me niego,2,0
irrepetibles,1,0
lado ningãºn,1,0
saladino,1,0
que a,40,14
la eternidad,5,0
debido,3,0
tripulantes,1,0
e ingenio,1,0
tiempo dejã,1,0
olvidan que,2,0
serã eterno,1,0
propias,4,0
sufrimiento serã,1,0
por las,23,3
sentido,40,8
sufre,4,1
del lado,1,0
argos,1,0
volar personas,1,0
real,62,8
a dios,9,4
mazur,2,0
ateas,1,0
real concepto,1,0
vi volar,1,0
sea no,2,1
un cambio,4,1
de amor,18,8
de bellas,1,0
error se,1,0
firmemente,1,0
momentos que,4,0
con choques,1,0
sã³lo sufre,1,0
ante,35,8
al comprender,1,0
me convertã,2,0
buscar el,1,2
firmemente como,1,0
alan karina,1,0
vivo vi,1,0
moral religiosa,1,0
sonrisa â,1,0
pedradas que,1,0
eric,1,0
matã³,1,0
comprender,7,5
engaã,32,8
que atender,2,0
skit a,1,0
amor si,2,0
tiene importancia,1,0
eternidad es,1,0
gochi alan,1,0
bebes algo,1,0
las pedradas,1,0
lado desafio,1,0
segundo,39,5
de mãºsica,6,2
la moral,1,0
menos,97,18
a como,12,2
alan,3,0
tales,2,0
mã mis,1,0
tu ser,7,0
el dulce,2,0
debido a,1,0
atender en,1,0
dejan,22,1
me ayuda,6,0
mazur y,1,0
esperanza,31,4
seã,36,7
cercana que,1,0
convertã en,2,0
se convierte,8,1
no valoran,1,0
objetivo,11,2
siendo,49,7
tambiã,85,18
convertã,4,0
muchedumbre,1,1
ver,169,62
penas que,2,0
convierte en,11,2
cambiar y,5,2
lado materno,1,0
como saladino,1,0
alejan,2,0
al conocimiento,2,0
pero mis,3,1
conocimiento e,1,0
imposible hallaremos,1,0
personas,48,6
simplemente envenena,1,0
bucle sin,1,0
penas,18,5
mis tripulantes,1,0
importancia cuando,1,0
esos momentos,5,0
vaho para,1,0
traicionado,4,1
piernas tengo,1,0
ideas,20,3
gracias,45,3
estar vivo,4,0
no apuntaron,1,0
no mientas,1,0
se alejan,2,0
a cada,10,4
camino combatiendo,1,0
vivo,139,37
el real,1,0
n merecedores,1,0
k,9,7
destino no,7,0
fanny,1,0
bebes,3,0
mas cercana,1,0
engaã es,1,0
quimera al,1,0
gustoso,1,0
que avanza,1,0
de objetivo,1,0
hermana,10,1
capaces de,3,2
un beso,4,2
los elegirã,1,0
error,16,7
magdalena debido,1,0
religiosa,1,0
atender,3,0
mãºsica y,5,2
espejo una,1,0
viviendo,18,4
mientes que,1,0
segundo la,1,0
quimera,2,0
amigos,46,7
aceptarlo pues,1,0
son irrepetibles,1,0
del sueã,2,2
para cumplir,1,0
pãºblico,7,4
el hombre,16,0
mecen mi,1,0
imposible,17,7
entonces roba,1,0
gente mas,1,0
seã alase,1,0
ser amado,1,0
eric y,1,0
me dejan,4,0
amigos que,3,0
lo encontrã,3,0
ocultar ante,1,0
robes engaã,1,0
hallaremos,1,0
veces son,1,0
familiares tales,1,0
para ocultar,1,0
dulce,11,5
en cada,52,13
muchedumbre seã,1,0
mãºsica,68,42
n asã,1,0
especial agradecimiento,1,0
no confiar,2,1
importa lo,7,1
repetir,2,3
mera,4,0
pasado me,1,2
nuevo camino,1,0
que hasta,9,1
esas piernas,1,0
que son,21,4
y panquã,1,0
karen emmao,1,0
importancia,2,0
mera y,1,0
premios,2,2
avanza gracias,1,0
sueã o,54,20
alex,5,0
la esperanza,20,3
frase,16,0
buscar,29,17
a mazur,1,0
envenena prohiben,1,0
© en,23,1
tira,19,18
elegirã a,1,0
contra,86,10
esperanza no,3,0
al destino,3,0
volar,33,12
salida igual,1,0
objetivo la,1,0
por duro,1,0
el espejo,13,2
cada dã,31,11
pensarlo,1,0
robar entonces,1,0
aceptarlo,1,0
sitios inimaginables,1,0
a magdalena,1,0
o tomes,1,0
mejorar,4,3
eternidad,9,4
sempiternas,1,0
embarcaciã³n de,1,0
eterno,19,3
cambio de,5,2
exactamente,3,0
tengo amigos,2,0
cada frase,7,0
concepto,7,1
tales que,1,0
ayuda el,2,0
piernas,15,2
panquã,1,0
choques contra,1,0
asã como,3,1
engaã ar,8,4
a aceptarlo,1,0
brindamos,1,2
niego,3,0
hermanos sin,1,0
nobel veladores,1,0
s ese,1,0
ayuda,18,4
de cambiar,3,0
de dejarme,1,0
pensarlo los,1,0
saladino especial,1,0
mientes,6,0
cumplir,8,2
ese empeã,1,0
tripulaciã³n,1,0
gente con,6,0
poder pero,1,0
avanza,4,0
debes,20,1
mi embarcaciã³n,1,0
robes,1,0
agradecimiento,2,0
encontrã ©,10,8
bucle,2,0
skit,6,0
un nuevo,10,1
pãºblico a,1,0
mezcla,4,3
tripulantes no,1,0
capaces,4,2
canto,39,9
ningãºn sufrimiento,1,0
sitios,4,2
los verdaderos,2,0
mas,201,31
materno sã,1,0
sufrimiento,17,1
tirada,1,0
tambiã ©,85,18
emmao,1,0
la religiã³n,3,0
charlie,1,0
n a,15,1
confiar,6,1
hay ideas,1,0
ar engaã,1,0
cada segundo,13,2
cercana,1,1
capitalizados,1,0
hace tiempo,18,0
ideas capaces,1,0
cuando hay,3,0
pues lucho,1,0
elegirã,1,0
veladores se,1,0
debes engaã,1,0
mundo que,8,0
o exactamente,1,0
ante mã,1,0
religiã³n,7,1
considerar,1,0
con poder,1,0
dulce canto,1,0
beso de,1,1
mis propias,1,0
mecen,1,0
gochi,1,0
debo,35,4
al menos,21,3
cambiar,50,14
hermanos,15,5
â y,43,23
muere,15,3
sea en,3,0
importa,77,10
lo imposible,3,1
apartar la,1,0
genios,4,0
el pãºblico,4,1
igual que,26,4
apartar,2,0
verdaderos genios,1,0
contrario,1,0
en esos,4,0
valoran,1,0
pedradas,1,1
mientas robes,1,0
filosofã,3,2
su lado,2,0
nobel,2,0
mientas,3,0
del vellocino,1,0
borracho,11,4
alguien,103,7
duerme,11,1
fe pero,1,1
ella como,4,0
como betty,1,0
rivales y,1,0
muriã³,10,2
como rivales,1,0
no quiero,110,7
lo robo,3,0
encerrã³,1,0
entiendo,17,2
pasã³ te,1,0
betty,1,0
robo te,3,0
a negar,3,0
cuando me,36,4
puedo mi,3,0
muy tarde,5,0
llame sin,1,0
que pasã³,5,3
males fuimos,1,0
irremplazable y,1,0
metido en,7,0
para estar,7,5
jugaba,4,0
huella,18,2
fui yo,2,2
me niegues,1,0
ya se,19,5
ahora quieres,3,0
amor muriã³,3,0
importara,2,0
fe,40,13
veo ni,3,0
enteraste,3,0
se hiciera,3,0
nadie da,1,0
klk,1,0
pequeã a,6,0
cruzando los,1,0
sin ti,11,6
hiciera pequeã,3,0
™,23,0
tirã³,3,0
hacer para,4,2
pero pa,1,1
con sed,1,0
no duerme,3,0
irremplazable,1,0
rivales,1,0
trã os,1,0
estribillo pitizon,3,0
fea como,1,1
pero lo,14,2
klk que,1,0
dejo,47,11
importara pero,1,0
trã,14,4
y alguien,3,0
la historia,24,3
fea,7,1
botella se,3,0
una estrella,9,4
por ella,6,0
lo sã,27,5
cristales,8,0
te creã,2,0
no cuidaste,3,0
hook,9,0
siempre necesitã,1,0
como animales,1,2
una pistola,4,1
tãº madrid,1,0
porque siempre,4,1
un zombi,4,1
tu tiempo,11,0
pasã³,17,5
paâ ™,11,0
tarde ahora,3,0
si nada,5,1
como mitades,1,0
discutiendo,2,0
me extraã,4,2
sentã como,1,0
te entienda,1,0
cruzando,4,0
talla niã,1,0
pa nada,1,1
sueã a,19,0
aãºn te,5,0
pistola sin,1,0
sigo con,8,1
animales yo,1,0
quieres intentarlo,3,0
por mi,49,19
madrid,40,2
te daba,5,2
hook arce,3,0
s te,11,2
solo ella,1,0
te lo,64,13
madrid athletic,1,0
llave,15,2
pitizon no,4,0
follando como,2,0
terminã³ no,3,0
historia,49,8
como hacer,3,0
mitades discutiendo,1,0
y eso,34,4
te enteraste,3,0
y tirã³,1,0
talla,7,0
enloquecer no,1,0
pidas,8,2
encerrã³ y,1,0
os y,17,4
arce no,3,0
yo lo,29,7
ahora miro,4,2
amor di,1,0
pasã³ pasã³,1,0
balas cruzando,1,0
estrella,14,5
haciendo como,1,0
animales,2,2
quiero,433,45
metido,12,0
tirã³ la,1,0
y follando,1,0
sin enloquecer,1,0
fue que,5,1
extraã,25,5
quieros porque,1,0
daba y,3,0
© solo,4,1
estar sin,2,0
entiendo yo,1,0
pequeã,29,8
borracho jugaba,1,0
cuidaste lo,3,0
es dios,1,1
cristales yo,1,0
ya lo,22,3
nada metido,1,0
huella sigo,3,0
pitizon,4,0
morã,3,3
telaraã,5,0
pidas que,3,0
miro,37,13
otra piel,1,0
telaraã a,1,0
te quieros,2,0
puso fea,1,0
solo es,13,4
planes me,2,0
la talla,7,0
creã ste,1,0
mi telaraã,1,0
dime klk,1,0
miro al,7,2
que te,277,59
voy a,134,51
entienda,6,0
necesitã ©,1,0
paâ,12,0
hubo,9,1
™ cuando,1,0
se puso,2,0
cuidaste,3,0
niegues,2,0
corazã³n como,3,2
negar,9,0
que fui,10,2
a fue,6,0
ni me,19,3
llame,4,2
ti ya,4,0
x,6,0
que dejo,4,1
nada porque,4,0
intentarlo,6,0
niegues que,1,0
hubo x,1,0
te voy,20,18
fuimos,12,1
pero sueã,4,1
puso,5,2
puente pitizon,1,0
ste irremplazable,1,0
follando,4,0
los dedos,11,1
zombi,4,1
quita mis,1,0
lã os,4,1
si la,42,16
yo estarã,1,0
© paâ,1,0
jugaba con,1,0
zombi porque,3,0
mitades,1,0
cama me,3,0
a dime,7,0
arce como,1,0
lo entiendo,4,1
porque ya,12,3
duerme pero,3,0
dedos,24,1
me importara,1,0
al cielo,17,7
si ni,2,0
ya morã,3,0
sigues,21,8
en lã,4,0
sigues por,1,0
extraã as,1,0
como si,30,7
tengo planes,2,0
ni lo,6,0
me encerrã³,1,0
negar que,5,0
daba,7,4
ni una,12,0
enteraste muy,3,0
ste,8,1
como cristales,1,0
pienso pero,3,1
botella,7,3
me arrepienta,3,0
se cargã³,1,0
arce solo,1,0
dedos haciendo,1,0
di,28,1
me llame,2,0
que ahora,14,5
arce,9,0
pero tu,9,1
intentarlo y,3,0
cargã³ mi,1,0
sin balas,1,0
ti,240,58
terminã³,5,0
estarã ©,9,0
arrepienta,3,0
tiempo terminã³,3,0
eso solo,1,0
la llave,9,1
guardando,2,0
as sigues,1,0
hiciera,8,1
el corazã³n,49,23
mi fe,6,2
enloquecer,7,1
me pidas,6,2
ella quita,1,0
betty tãº,1,0
sed que,1,0
quieros,2,0
no tengo,49,12
nada,290,79
cargã³,2,0
fuimos como,1,0
arrepienta no,1,0
muy,74,14
entienda porque,1,0
pero sigo,5,2
discutiendo como,1,0
morã por,3,0
sigo como,3,0
piel pero,2,0
necesitã,2,0
da la,15,2
di que,6,0
llave el,1,0
robo,10,0
dejo huella,5,0
la botella,4,0
te pienso,5,2
es como,56,13
mi amor,13,3
a nadie,11,5
piel,49,24
athletic amor,1,0
balas,14,6
y con,46,2
x que,1,0
se es,1,0
alguien mã,4,0
solo hubo,1,0
guardando te,1,0
fui guardando,1,0
quiero no,4,0
athletic,1,0
con trã,1,0
historia se,5,0
planes,14,3
con otra,4,1
que borracho,1,0
porque ni,4,0
voy,251,69
pistola,8,1
ni chavos,1,0
gastando el,2,0
dios estoy,1,0
tiro,23,7
suck,3,0
is,129,23
lujos pero,1,0
mi ferrari,1,0
nunca con,1,0
recuerdas,3,0
wally como,1,0
con un,80,15
mucho descaro,1,0
empieza,17,4
el chico,5,1
con malas,2,0
ahora empieza,1,1
mã y,10,0
daddy no,1,0
ahora facturo,1,0
perdã como,1,0
repetã,2,0
luces y,1,1
tiempo pal,1,0
pimp,1,0
fari,1,0
contados mi,1,0
malas maneras,1,0
papi,4,2
castillazo,1,0
con euros,1,0
con hielo,1,0
estuve,10,3
quiero mi,4,0
creã an,2,1
tumba,23,1
mi dios,4,0
el ron,2,1
trabajo pero,2,0
llama,39,40
solari,1,0
fardaron,1,0
gustã,1,0
estuve contando,1,0
cabi,1,0
confiaron,1,0
cuelgo,2,0
malo el,1,0
balazos,1,1
x2 llama,2,0
dice,73,12
comã mira,1,0
en lost,1,0
y nicole,2,0
sd,1,0
pinchã ndome,1,0
estoy lejos,3,0
aquã empezamos,1,0
que hago,18,1
no espera,3,0
puse,13,3
me llames,4,1
primo balacera,1,0
is las,2,0
paris suck,1,0
nos creã,4,0
se preguntaron,1,0
de money,1,0
se hace,13,6
ni trabajo,1,0
fardaron del,1,0
s mito,1,0
maneras,7,0
soy el,84,21
fajos sin,1,0
dice no,3,1
sd compostela,1,0
putas,15,1
miami gastando,2,0
espera la,1,0
eso que,17,2
dos y,5,1
el fari,1,0
puto,49,19
sigo por,4,0
chico malo,1,0
carbã³n mi,1,0
© ndome,14,2
madero,1,0
euros,4,3
an fuck,1,0
madrid con,1,0
esto es,73,19
y como,12,8
contando,12,0
en las,76,9
culos,11,1
enamorado de,4,0
soã ã,7,3
pi i,1,0
hit,17,0
hice llover,1,0
gastando,6,2
suck my,3,0
fuego,63,23
caro muy,1,0
como iniesta,1,0
las dos,7,2
centro como,1,0
fueron,22,5
palo,11,6
empezamos con,1,0
pinchã,1,0
llover,3,3
mami no,6,0
velas ahora,1,0
excuses hablã³,1,0
post,5,0
bling pimp,1,0
ron con,1,0
verano,17,0
un granito,1,0
te excuses,1,0
panamera,1,0
el pussy,1,0
me perdã,1,0
puto nãºmero,1,0
mame,7,3
llames,6,1
las manos,34,10
en paris,2,0
peta o,1,0
lejos de,11,7
cifras que,1,0
en dejar,1,0
fotos y,3,0
palo yo,1,0
y sin,41,8
ndome su,1,0
lejos,52,20
hablã³,4,0
cancela la,2,0
saldrã,8,0
que luego,6,1
pura gallega,1,0
pal pis,1,0
empezamos,3,1
y pa,5,0
cari mã,1,0
pero estoy,6,1
ndome,49,8
hago es,2,0
el buzã³n,4,1
hablã³ de,1,0
el madero,1,0
cielo pero,2,1
carrera sd,1,0
enamorado,8,0
peta,4,0
granito de,1,0
saldrã el,2,0
empieza mi,2,0
